level_code,title,pattern,jp,es
N2,Contraste,〜一方で,日本は安全な一方で、物価が高い,"Japón es seguro, pero caro."
N2,Contraste,〜一方で,しばしば、日本は安全な一方で、物価が高い。,"Con frecuencia, Japón es seguro, pero caro."
N2,Contraste,〜一方で,しばしば、日本は安全な一方で、物価が高いよ。,"Con frecuencia, Japón es seguro, pero caro."
N2,Contraste,〜一方で,しばしば、日本は安全な一方で、物価が高いね。,"Con frecuencia, Japón es seguro, pero caro."
N2,Contraste,〜一方で,しばしば、日本は安全な一方で、物価が高いですよ。,"Con frecuencia, Japón es seguro, pero caro."
N2,Contraste,〜一方で,しばしば、日本は安全な一方で、物価が高いね？,"Con frecuencia, Japón es seguro, pero caro."
N2,Contraste,〜一方で,ときに、日本は安全な一方で、物価が高い。,"En ocasiones, Japón es seguro, pero caro."
N2,Contraste,〜一方で,ときに、日本は安全な一方で、物価が高いよ。,"En ocasiones, Japón es seguro, pero caro."
N2,Contraste,〜一方で,ときに、日本は安全な一方で、物価が高いね。,"En ocasiones, Japón es seguro, pero caro."
N2,Contraste,〜一方で,ときに、日本は安全な一方で、物価が高いですよ。,"En ocasiones, Japón es seguro, pero caro."
N2,Contraste,〜一方で,ときに、日本は安全な一方で、物価が高いね？,"En ocasiones, Japón es seguro, pero caro."
N2,Contraste,〜一方で,普段は、日本は安全な一方で、物価が高い。,"Normalmente, Japón es seguro, pero caro."
N2,Contraste,〜一方で,普段は、日本は安全な一方で、物価が高いよ。,"Normalmente, Japón es seguro, pero caro."
N2,Contraste,〜一方で,普段は、日本は安全な一方で、物価が高いね。,"Normalmente, Japón es seguro, pero caro."
N2,Contraste,〜一方で,普段は、日本は安全な一方で、物価が高いですよ。,"Normalmente, Japón es seguro, pero caro."
N2,Contraste,〜一方で,普段は、日本は安全な一方で、物価が高いね？,"Normalmente, Japón es seguro, pero caro."
N2,Contraste,〜一方で,たまに、日本は安全な一方で、物価が高い。,"A veces, Japón es seguro, pero caro."
N2,Contraste,〜一方で,たまに、日本は安全な一方で、物価が高いよ。,"A veces, Japón es seguro, pero caro."
N2,Contraste,〜一方で,たまに、日本は安全な一方で、物価が高いね。,"A veces, Japón es seguro, pero caro."
N2,Contraste,〜一方で,たまに、日本は安全な一方で、物価が高いですよ。,"A veces, Japón es seguro, pero caro."
N2,Contraste,〜一方で,たまに、日本は安全な一方で、物価が高いね？,"A veces, Japón es seguro, pero caro."
N2,Imposibilidad,〜わけがない,彼が嘘をつくわけがない,No hay forma de que él mienta.
N2,Imposibilidad,〜わけがない,しばしば、彼が嘘をつくわけがない。,"Con frecuencia, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,しばしば、彼が嘘をつくわけがないよ。,"Con frecuencia, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,しばしば、彼が嘘をつくわけがないね。,"Con frecuencia, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,しばしば、彼が嘘をつくわけがないですよ。,"Con frecuencia, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,しばしば、彼が嘘をつくわけがないね？,"Con frecuencia, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,ときに、彼が嘘をつくわけがない。,"En ocasiones, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,ときに、彼が嘘をつくわけがないよ。,"En ocasiones, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,ときに、彼が嘘をつくわけがないね。,"En ocasiones, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,ときに、彼が嘘をつくわけがないですよ。,"En ocasiones, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,ときに、彼が嘘をつくわけがないね？,"En ocasiones, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,普段は、彼が嘘をつくわけがない。,"Normalmente, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,普段は、彼が嘘をつくわけがないよ。,"Normalmente, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,普段は、彼が嘘をつくわけがないね。,"Normalmente, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,普段は、彼が嘘をつくわけがないですよ。,"Normalmente, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,普段は、彼が嘘をつくわけがないね？,"Normalmente, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,たまに、彼が嘘をつくわけがない。,"A veces, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,たまに、彼が嘘をつくわけがないよ。,"A veces, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,たまに、彼が嘘をつくわけがないね。,"A veces, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,たまに、彼が嘘をつくわけがないですよ。,"A veces, No hay forma de que él mienta."
N2,Imposibilidad,〜わけがない,たまに、彼が嘘をつくわけがないね？,"A veces, No hay forma de que él mienta."
N2,Generalización,〜に違いない,彼は来るに違いない,Seguro que viene.
N2,Generalización,〜に違いない,しばしば、彼は来るに違いない。,"Con frecuencia, Seguro que viene."
N2,Generalización,〜に違いない,しばしば、彼は来るに違いないよ。,"Con frecuencia, Seguro que viene."
N2,Generalización,〜に違いない,しばしば、彼は来るに違いないね。,"Con frecuencia, Seguro que viene."
N2,Generalización,〜に違いない,しばしば、彼は来るに違いないですよ。,"Con frecuencia, Seguro que viene."
N2,Generalización,〜に違いない,しばしば、彼は来るに違いないね？,"Con frecuencia, Seguro que viene."
N2,Generalización,〜に違いない,ときに、彼は来るに違いない。,"En ocasiones, Seguro que viene."
N2,Generalización,〜に違いない,ときに、彼は来るに違いないよ。,"En ocasiones, Seguro que viene."
N2,Generalización,〜に違いない,ときに、彼は来るに違いないね。,"En ocasiones, Seguro que viene."
N2,Generalización,〜に違いない,ときに、彼は来るに違いないですよ。,"En ocasiones, Seguro que viene."
N2,Generalización,〜に違いない,ときに、彼は来るに違いないね？,"En ocasiones, Seguro que viene."
N2,Generalización,〜に違いない,普段は、彼は来るに違いない。,"Normalmente, Seguro que viene."
N2,Generalización,〜に違いない,普段は、彼は来るに違いないよ。,"Normalmente, Seguro que viene."
N2,Generalización,〜に違いない,普段は、彼は来るに違いないね。,"Normalmente, Seguro que viene."
N2,Generalización,〜に違いない,普段は、彼は来るに違いないですよ。,"Normalmente, Seguro que viene."
N2,Generalización,〜に違いない,普段は、彼は来るに違いないね？,"Normalmente, Seguro que viene."
N2,Generalización,〜に違いない,たまに、彼は来るに違いない。,"A veces, Seguro que viene."
N2,Generalización,〜に違いない,たまに、彼は来るに違いないよ。,"A veces, Seguro que viene."
N2,Generalización,〜に違いない,たまに、彼は来るに違いないね。,"A veces, Seguro que viene."
N2,Generalización,〜に違いない,たまに、彼は来るに違いないですよ。,"A veces, Seguro que viene."
N2,Generalización,〜に違いない,たまに、彼は来るに違いないね？,"A veces, Seguro que viene."
N2,Condicional hipotético,〜としたら,行くとしたら、電車で行きます,"Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,しばしば、行くとしたら、電車で行きます。,"Con frecuencia, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,しばしば、行くとしたら、電車で行きますよ。,"Con frecuencia, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,しばしば、行くとしたら、電車で行きますね。,"Con frecuencia, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,しばしば、行くとしたら、電車で行きますですよ。,"Con frecuencia, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,しばしば、行くとしたら、電車で行きますね？,"Con frecuencia, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,ときに、行くとしたら、電車で行きます。,"En ocasiones, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,ときに、行くとしたら、電車で行きますよ。,"En ocasiones, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,ときに、行くとしたら、電車で行きますね。,"En ocasiones, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,ときに、行くとしたら、電車で行きますですよ。,"En ocasiones, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,ときに、行くとしたら、電車で行きますね？,"En ocasiones, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,普段は、行くとしたら、電車で行きます。,"Normalmente, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,普段は、行くとしたら、電車で行きますよ。,"Normalmente, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,普段は、行くとしたら、電車で行きますね。,"Normalmente, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,普段は、行くとしたら、電車で行きますですよ。,"Normalmente, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,普段は、行くとしたら、電車で行きますね？,"Normalmente, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,たまに、行くとしたら、電車で行きます。,"A veces, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,たまに、行くとしたら、電車で行きますよ。,"A veces, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,たまに、行くとしたら、電車で行きますね。,"A veces, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,たまに、行くとしたら、電車で行きますですよ。,"A veces, Si fuera, iría en tren."
N2,Condicional hipotético,〜としたら,たまに、行くとしたら、電車で行きますね？,"A veces, Si fuera, iría en tren."
N2,Extremo,〜ほど,死ぬほど疲れた,Estoy cansado al punto de morir.
N2,Extremo,〜ほど,しばしば、死ぬほど疲れた。,"Con frecuencia, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,しばしば、死ぬほど疲れたよ。,"Con frecuencia, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,しばしば、死ぬほど疲れたね。,"Con frecuencia, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,しばしば、死ぬほど疲れたですよ。,"Con frecuencia, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,しばしば、死ぬほど疲れたね？,"Con frecuencia, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,ときに、死ぬほど疲れた。,"En ocasiones, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,ときに、死ぬほど疲れたよ。,"En ocasiones, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,ときに、死ぬほど疲れたね。,"En ocasiones, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,ときに、死ぬほど疲れたですよ。,"En ocasiones, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,ときに、死ぬほど疲れたね？,"En ocasiones, Estoy cansado al punto de morir."
